design,size,offset,mazeEndIter,DRCCost,MarkerCost,FixedShapeCost,Decay,ripupMode,followGuide,DRC
5,7.0,-1.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
5,7.0,-2.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
5,7.0,-3.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
5,7.0,-4.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
5,7.0,-5.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
5,7.0,-6.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
5,3.0,-1.0,8.0,8.0,32.0,400.0,0.95,ALL,False,0
5,7.0,0.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
5,7.0,-1.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
5,7.0,-2.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
5,7.0,-3.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
5,7.0,-4.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
5,7.0,-5.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
5,7.0,-6.0,8.0,128.0,128.0,800.0,0.99,DRC,False,0
5,3.0,-2.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
5,7.0,0.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
5,7.0,-1.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
5,7.0,-2.0,16.0,8.0,32.0,800.0,0.99,NEARDRC,False,0
5,7.0,-3.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
5,7.0,-4.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
5,7.0,-5.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
5,7.0,-6.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
5,3.0,0.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
5,7.0,0.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
5,7.0,-1.0,32.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
5,7.0,-2.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
5,7.0,-3.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
5,7.0,-4.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
5,7.0,-5.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
5,7.0,-6.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
5,3.0,-1.0,8.0,8.0,32.0,800.0,0.999,ALL,False,0
5,7.0,0.0,64.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
5,7.0,-1.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
5,7.0,-2.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
5,7.0,-3.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
5,7.0,-4.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
5,7.0,-5.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
5,7.0,-6.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
6,7.0,0.0,3.0,8.0,0.0,8.0,0.95,ALL,True,155
6,7.0,-2.0,3.0,8.0,8.0,8.0,0.95,ALL,True,37
6,7.0,-5.0,3.0,8.0,8.0,8.0,0.95,ALL,True,40
6,7.0,0.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,-1.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,-2.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,-3.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,-4.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,-5.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,-6.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
6,7.0,0.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
6,7.0,-1.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
6,7.0,-2.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
6,7.0,-3.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
6,7.0,-4.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
6,7.0,-5.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
6,7.0,-6.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
6,7.0,-3.0,8.0,8.0,32.0,32.0,0.95,ALL,False,0
6,7.0,0.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
6,7.0,-1.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
6,7.0,-2.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
6,7.0,-3.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
6,7.0,-4.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
6,7.0,-5.0,8.0,8.0,32.0,80.0,0.95,NEARDRC,False,0
6,7.0,-6.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
6,5.0,-2.0,8.0,8.0,32.0,80.0,0.95,ALL,False,0
6,7.0,0.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
6,7.0,-1.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
6,7.0,-2.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
6,7.0,-3.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
6,7.0,-4.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
6,7.0,-5.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
6,7.0,-6.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
6,3.0,-1.0,8.0,8.0,32.0,400.0,0.95,ALL,False,0
6,7.0,0.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
6,7.0,-1.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
6,7.0,-2.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
6,7.0,-3.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
6,7.0,-4.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
6,7.0,-5.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
6,7.0,-6.0,8.0,128.0,128.0,800.0,0.99,DRC,False,0
6,3.0,-2.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
6,7.0,0.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
6,7.0,-1.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
6,7.0,-2.0,16.0,8.0,32.0,800.0,0.99,NEARDRC,False,0
6,7.0,-3.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
6,7.0,-4.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
6,7.0,-5.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
6,7.0,-6.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
6,3.0,0.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
6,7.0,0.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
6,7.0,-1.0,32.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
6,7.0,-2.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
6,7.0,-3.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
6,7.0,-4.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
6,7.0,-5.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
6,7.0,-6.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
6,3.0,-1.0,8.0,8.0,32.0,800.0,0.999,ALL,False,0
6,7.0,0.0,64.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
6,7.0,-1.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
6,7.0,-2.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
6,7.0,-3.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
6,7.0,-4.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
6,7.0,-5.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
6,7.0,-6.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
7,7.0,0.0,3.0,8.0,0.0,8.0,0.95,ALL,True,1103
7,7.0,-2.0,3.0,8.0,8.0,8.0,0.95,ALL,True,302
7,7.0,-5.0,3.0,8.0,8.0,8.0,0.95,ALL,True,80
7,7.0,0.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,-1.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,-2.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,-3.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,-4.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,-5.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,-6.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
7,7.0,0.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
7,7.0,-1.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
7,7.0,-2.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
7,7.0,-3.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
7,7.0,-4.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
7,7.0,-5.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
7,7.0,-6.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
7,7.0,-3.0,8.0,8.0,32.0,32.0,0.95,ALL,False,0
7,7.0,0.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
7,7.0,-1.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
7,7.0,-2.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
7,7.0,-3.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
7,7.0,-4.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
7,7.0,-5.0,8.0,8.0,32.0,80.0,0.95,NEARDRC,False,0
7,7.0,-6.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
7,5.0,-2.0,8.0,8.0,32.0,80.0,0.95,ALL,False,0
7,7.0,0.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
7,7.0,-1.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
7,7.0,-2.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
7,7.0,-3.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
7,7.0,-4.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
7,7.0,-5.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
7,7.0,-6.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
7,3.0,-1.0,8.0,8.0,32.0,400.0,0.95,ALL,False,0
7,7.0,0.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
7,7.0,-1.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
7,7.0,-2.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
7,7.0,-3.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
7,7.0,-4.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
7,7.0,-5.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
7,7.0,-6.0,8.0,128.0,128.0,800.0,0.99,DRC,False,0
7,3.0,-2.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
7,7.0,0.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
7,7.0,-1.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
7,7.0,-2.0,16.0,8.0,32.0,800.0,0.99,NEARDRC,False,0
7,7.0,-3.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
7,7.0,-4.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
7,7.0,-5.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
7,7.0,-6.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
7,3.0,0.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
7,7.0,0.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
7,7.0,-1.0,32.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
7,7.0,-2.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
7,7.0,-3.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
7,7.0,-4.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
7,7.0,-5.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
7,7.0,-6.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
7,3.0,-1.0,8.0,8.0,32.0,800.0,0.999,ALL,False,0
7,7.0,0.0,64.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
7,7.0,-1.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
7,7.0,-2.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
7,7.0,-3.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
7,7.0,-4.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
7,7.0,-5.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
7,7.0,-6.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
8,7.0,0.0,3.0,8.0,0.0,8.0,0.95,ALL,True,32846
8,7.0,-2.0,3.0,8.0,8.0,8.0,0.95,ALL,True,1962
8,7.0,-5.0,3.0,8.0,8.0,8.0,0.95,ALL,True,1482
8,7.0,0.0,8.0,8.0,32.0,16.0,0.95,DRC,False,1
8,7.0,-1.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
8,7.0,-2.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
8,7.0,-3.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
8,7.0,-4.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
8,7.0,-5.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
8,7.0,-6.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
8,7.0,0.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
8,7.0,-1.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
8,7.0,-2.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
8,7.0,-3.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
8,7.0,-4.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
8,7.0,-5.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
8,7.0,-6.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
8,7.0,-3.0,8.0,8.0,32.0,32.0,0.95,ALL,False,0
8,7.0,0.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
8,7.0,-1.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
8,7.0,-2.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
8,7.0,-3.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
8,7.0,-4.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
8,7.0,-5.0,8.0,8.0,32.0,80.0,0.95,NEARDRC,False,0
8,7.0,-6.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
8,5.0,-2.0,8.0,8.0,32.0,80.0,0.95,ALL,False,0
8,7.0,0.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
8,7.0,-1.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
8,7.0,-2.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
8,7.0,-3.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
8,7.0,-4.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
8,7.0,-5.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
8,7.0,-6.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
8,3.0,-1.0,8.0,8.0,32.0,400.0,0.95,ALL,False,0
8,7.0,0.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
8,7.0,-1.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
8,7.0,-2.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
8,7.0,-3.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
8,7.0,-4.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
8,7.0,-5.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
8,7.0,-6.0,8.0,128.0,128.0,800.0,0.99,DRC,False,0
8,3.0,-2.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
8,7.0,0.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
8,7.0,-1.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
8,7.0,-2.0,16.0,8.0,32.0,800.0,0.99,NEARDRC,False,0
8,7.0,-3.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
8,7.0,-4.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
8,7.0,-5.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
8,7.0,-6.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
8,3.0,0.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
8,7.0,0.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
8,7.0,-1.0,32.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
8,7.0,-2.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
8,7.0,-3.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
8,7.0,-4.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
8,7.0,-5.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
8,7.0,-6.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
8,3.0,-1.0,8.0,8.0,32.0,800.0,0.999,ALL,False,0
8,7.0,0.0,64.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
8,7.0,-1.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
8,7.0,-2.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
8,7.0,-3.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
8,7.0,-4.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
8,7.0,-5.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
8,7.0,-6.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
9,7.0,0.0,3.0,8.0,0.0,8.0,0.95,ALL,True,6981
9,7.0,-2.0,3.0,8.0,8.0,8.0,0.95,ALL,True,684
9,7.0,-5.0,3.0,8.0,8.0,8.0,0.95,ALL,True,613
9,7.0,0.0,8.0,8.0,32.0,16.0,0.95,DRC,False,3
9,7.0,-1.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
9,7.0,-2.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
9,7.0,-3.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
9,7.0,-4.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
9,7.0,-5.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
9,7.0,-6.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
9,7.0,0.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
9,7.0,-1.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
9,7.0,-2.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
9,7.0,-3.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
9,7.0,-4.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
9,7.0,-5.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
9,7.0,-6.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
9,7.0,-3.0,8.0,8.0,32.0,32.0,0.95,ALL,False,0
9,7.0,0.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
9,7.0,-1.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
9,7.0,-2.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
9,7.0,-3.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
9,7.0,-4.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
9,7.0,-5.0,8.0,8.0,32.0,80.0,0.95,NEARDRC,False,0
9,7.0,-6.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
9,5.0,-2.0,8.0,8.0,32.0,80.0,0.95,ALL,False,0
9,7.0,0.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
9,7.0,-1.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
9,7.0,-2.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
9,7.0,-3.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
9,7.0,-4.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
9,7.0,-5.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
9,7.0,-6.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
9,3.0,-1.0,8.0,8.0,32.0,400.0,0.95,ALL,False,0
9,7.0,0.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
9,7.0,-1.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
9,7.0,-2.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
9,7.0,-3.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
9,7.0,-4.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
9,7.0,-5.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
9,7.0,-6.0,8.0,128.0,128.0,800.0,0.99,DRC,False,0
9,3.0,-2.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
9,7.0,0.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
9,7.0,-1.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
9,7.0,-2.0,16.0,8.0,32.0,800.0,0.99,NEARDRC,False,0
9,7.0,-3.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
9,7.0,-4.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
9,7.0,-5.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
9,7.0,-6.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
9,3.0,0.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
9,7.0,0.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
9,7.0,-1.0,32.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
9,7.0,-2.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
9,7.0,-3.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
9,7.0,-4.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
9,7.0,-5.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
9,7.0,-6.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
9,3.0,-1.0,8.0,8.0,32.0,800.0,0.999,ALL,False,0
9,7.0,0.0,64.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
9,7.0,-1.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
9,7.0,-2.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
9,7.0,-3.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
9,7.0,-4.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
9,7.0,-5.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
9,7.0,-6.0,64.0,512.0,512.0,800.0,0.999,DRC,False,0
10,7.0,0.0,3.0,8.0,0.0,8.0,0.95,ALL,True,88718
10,7.0,-2.0,3.0,8.0,8.0,8.0,0.95,ALL,True,11103
10,7.0,-5.0,3.0,8.0,8.0,8.0,0.95,ALL,True,7910
10,7.0,0.0,8.0,8.0,32.0,16.0,0.95,DRC,False,350
10,7.0,-1.0,8.0,8.0,32.0,16.0,0.95,DRC,False,43
10,7.0,-2.0,8.0,8.0,32.0,16.0,0.95,DRC,False,4
10,7.0,-3.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
10,7.0,-4.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
10,7.0,-5.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
10,7.0,-6.0,8.0,8.0,32.0,16.0,0.95,DRC,False,0
10,7.0,0.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
10,7.0,-1.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
10,7.0,-2.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
10,7.0,-3.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
10,7.0,-4.0,8.0,16.0,32.0,24.0,0.95,DRC,False,0
10,7.0,-5.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
10,7.0,-6.0,8.0,16.0,32.0,32.0,0.95,DRC,False,0
10,7.0,-3.0,8.0,8.0,32.0,32.0,0.95,ALL,False,0
10,7.0,0.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
10,7.0,-1.0,8.0,32.0,32.0,32.0,0.95,DRC,False,0
10,7.0,-2.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
10,7.0,-3.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
10,7.0,-4.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
10,7.0,-5.0,8.0,8.0,32.0,80.0,0.95,NEARDRC,False,0
10,7.0,-6.0,8.0,32.0,32.0,80.0,0.95,DRC,False,0
10,5.0,-2.0,8.0,8.0,32.0,80.0,0.95,ALL,False,0
10,7.0,0.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
10,7.0,-1.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
10,7.0,-2.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
10,7.0,-3.0,8.0,64.0,64.0,80.0,0.95,DRC,False,0
10,7.0,-4.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
10,7.0,-5.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
10,7.0,-6.0,8.0,64.0,64.0,400.0,0.95,DRC,False,0
10,3.0,-1.0,8.0,8.0,32.0,400.0,0.95,ALL,False,0
10,7.0,0.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
10,7.0,-1.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
10,7.0,-2.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
10,7.0,-3.0,8.0,8.0,32.0,400.0,0.95,NEARDRC,False,0
10,7.0,-4.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
10,7.0,-5.0,8.0,128.0,128.0,400.0,0.95,DRC,False,0
10,7.0,-6.0,8.0,128.0,128.0,800.0,0.99,DRC,False,0
10,3.0,-2.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
10,7.0,0.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
10,7.0,-1.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
10,7.0,-2.0,16.0,8.0,32.0,800.0,0.99,NEARDRC,False,0
10,7.0,-3.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
10,7.0,-4.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
10,7.0,-5.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
10,7.0,-6.0,16.0,128.0,128.0,800.0,0.99,DRC,False,0
10,3.0,0.0,8.0,8.0,32.0,800.0,0.99,ALL,False,0
10,7.0,0.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
10,7.0,-1.0,32.0,8.0,32.0,800.0,0.999,NEARDRC,False,0
10,7.0,-2.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
10,7.0,-3.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
10,7.0,-4.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
10,7.0,-5.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
10,7.0,-6.0,32.0,256.0,256.0,800.0,0.999,DRC,False,0
10,3.0,-1.0,8.0,8.0,32.0,800.0,0.999,ALL,False,0
